view_history,rt,name,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,accuracy,stimulus,slider_start,price,rate_trial,num_ratings,sequence,option,rank,num_options,num_seqs,seq_cond,reward_cond,array,num_draws
,4855,rating_trial,html-slider-response,10,120763,0.0-10.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,15,,,Price of this smartphone contract: £ 744,50,744,6,180,,,,,,,,,
,3543,rating_trial,html-slider-response,11,124307,0.0-11.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1113.99,50,1113.99,7,180,,,,,,,,,
,3271,rating_trial,html-slider-response,12,127579,0.0-12.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,16,,,Price of this smartphone contract: £ 695.76,50,695.76,8,180,,,,,,,,,
,4359,rating_trial,html-slider-response,13,131939,0.0-13.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1691.99,50,1691.99,9,180,,,,,,,,,
,3487,rating_trial,html-slider-response,14,135427,0.0-14.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,1,,,Price of this smartphone contract: £ 917.99,50,917.99,10,180,,,,,,,,,
,2999,rating_trial,html-slider-response,15,138427,0.0-15.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1763.99,50,1763.99,11,180,,,,,,,,,
,3134,rating_trial,html-slider-response,16,141563,0.0-16.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1083,50,1083,12,180,,,,,,,,,
,7510,rating_trial,html-slider-response,17,149075,0.0-17.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,26,,,Price of this smartphone contract: £ 600,50,600,13,180,,,,,,,,,
,3542,rating_trial,html-slider-response,18,152619,0.0-18.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,22,,,Price of this smartphone contract: £ 893.99,50,893.99,14,180,,,,,,,,,
,4127,rating_trial,html-slider-response,19,156747,0.0-19.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,13,,,Price of this smartphone contract: £ 941.99,50,941.99,15,180,,,,,,,,,
,4694,rating_trial,html-slider-response,20,161443,0.0-20.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,21,,,Price of this smartphone contract: £ 768,50,768,16,180,,,,,,,,,
,3703,rating_trial,html-slider-response,21,165147,0.0-21.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1253.99,50,1253.99,17,180,,,,,,,,,
,4326,rating_trial,html-slider-response,22,169475,0.0-22.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,20,,,Price of this smartphone contract: £ 744,50,744,18,180,,,,,,,,,
,2799,rating_trial,html-slider-response,23,172275,0.0-23.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1763.99,50,1763.99,19,180,,,,,,,,,
,3238,rating_trial,html-slider-response,24,175515,0.0-24.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,38,,,Price of this smartphone contract: £ 631.99,50,631.99,20,180,,,,,,,,,
,5711,rating_trial,html-slider-response,25,181226,0.0-25.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,30,,,Price of this smartphone contract: £ 769.75,50,769.75,21,180,,,,,,,,,
,3486,rating_trial,html-slider-response,26,184714,0.0-26.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,7,,,Price of this smartphone contract: £ 918.99,50,918.99,22,180,,,,,,,,,
,2847,rating_trial,html-slider-response,27,187562,0.0-27.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,33,,,Price of this smartphone contract: £ 735.99,50,735.99,23,180,,,,,,,,,
,3062,rating_trial,html-slider-response,28,190626,0.0-28.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,23,,,Price of this smartphone contract: £ 912,50,912,24,180,,,,,,,,,
,3070,rating_trial,html-slider-response,29,193698,0.0-29.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,23,,,Price of this smartphone contract: £ 843,50,843,25,180,,,,,,,,,
,2550,rating_trial,html-slider-response,30,196250,0.0-30.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,23,,,Price of this smartphone contract: £ 875.99,50,875.99,26,180,,,,,,,,,
,2615,rating_trial,html-slider-response,31,198866,0.0-31.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,27,,,Price of this smartphone contract: £ 745.99,50,745.99,27,180,,,,,,,,,
,3071,rating_trial,html-slider-response,32,201938,0.0-32.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,23,,,Price of this smartphone contract: £ 845.99,50,845.99,28,180,,,,,,,,,
,2566,rating_trial,html-slider-response,33,204506,0.0-33.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,22,,,Price of this smartphone contract: £ 811,50,811,29,180,,,,,,,,,
,4166,rating_trial,html-slider-response,34,208674,0.0-34.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,54,,,Price of this smartphone contract: £ 551.76,50,551.76,30,180,,,,,,,,,
,3550,rating_trial,html-slider-response,35,212226,0.0-35.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1155,50,1155,31,180,,,,,,,,,
,2358,rating_trial,html-slider-response,36,214586,0.0-36.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,32,,,Price of this smartphone contract: £ 779,50,779,32,180,,,,,,,,,
,3046,rating_trial,html-slider-response,37,217634,0.0-37.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,61,,,Price of this smartphone contract: £ 590.99,50,590.99,33,180,,,,,,,,,
,2942,rating_trial,html-slider-response,38,220578,0.0-38.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1133.99,50,1133.99,34,180,,,,,,,,,
,2686,rating_trial,html-slider-response,39,223266,0.0-39.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,15,,,Price of this smartphone contract: £ 935,50,935,35,180,,,,,,,,,
,2485,rating_trial,html-slider-response,40,225754,0.0-40.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,0,,,Price of this smartphone contract: £ 1065.99,50,1065.99,36,180,,,,,,,,,
,2206,rating_trial,html-slider-response,41,227962,0.0-41.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,14,,,Price of this smartphone contract: £ 801.99,50,801.99,37,180,,,,,,,,,
,2301,rating_trial,html-slider-response,42,230267,0.0-42.0,14,1,06/02/2023 14:33,ade4f6ea5f9a534a6de2afd25aaa37ca,90.202.132.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",WebKit,Chrome,109.0.0.0,Windows,10,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,614474abab1644252b136279,63e10c411fe3329c8004dfab,63e10f9b9d58b3b116bb4e99,9,,,Price of this smartphone contract: £ 871.99,50,871.99,38,180,,,,,,,,,
